Date,Latitude,Longitude,CO2_Concentration,CO_Concentration,CH4_Concentration
2023-09-09,34.249605077106295,-73.29964457557374,425.50641245417336,2.415214822764959,2.9143005770357138
2023-09-09,-56.14481792091936,127.78068053987676,408.02223587283845,1.3405042096757058,2.3968742661989553
2023-09-09,81.30813525041799,-155.19084560787286,400.42307366307006,0.06388371122134688,1.7531271558736243
2023-09-09,67.69851761539277,-131.43852180709519,407.5743134382696,0.7519463763838627,2.1498528535941985
2023-09-09,85.08383326634194,-171.77938016322784,398.92227178495415,-0.12532190117678155,1.7054780712971416
2023-09-09,79.26989532811558,45.984384401361524,399.48495728725766,0.16430609950413586,1.8058721904331703
2023-09-09,77.6055507619181,108.23492688435203,403.33601314194755,0.2560220687918822,1.798298870527216
2023-09-09,-18.56579861885973,141.33017157177858,433.1697645871485,3.2248067317660047,3.4068035397096432
2023-09-09,-39.860330402039125,21.48162463674433,420.62519838747903,2.1223685268740495,2.856355692965958
2023-09-09,-79.93086987265761,-116.08575805039077,401.2877496705413,0.13593110276436862,1.7389186245166157
2023-09-10,34.249605077106295,-73.29964457557374,421.9243564080562,2.4258751921784616,2.9982647883953892
2023-09-10,-56.14481792091936,127.78068053987676,411.58512106027615,1.3250644019006517,2.4598115656449364
2023-09-10,81.30813525041799,-155.19084560787286,398.62510457206923,0.0729022687932376,1.777226778434735
2023-09-10,67.69851761539277,-131.43852180709519,406.4619641780188,0.7564717609941798,2.1025392181503713
2023-09-10,85.08383326634194,-171.77938016322784,397.5173076436252,-0.12175337820953482,1.6297747883426719
2023-09-10,79.26989532811558,45.984384401361524,401.7867942674735,0.16530508447738773,1.8929631753044847
2023-09-10,77.6055507619181,108.23492688435203,400.6242385615063,0.27169969739898026,1.7938977300847436
2023-09-10,-18.56579861885973,141.33017157177858,430.8427643604858,3.212931333422015,3.296031149738178
2023-09-10,-39.860330402039125,21.48162463674433,420.94728634602114,2.1215986235328037,2.7734964600605236
2023-09-10,-79.93086987265761,-116.08575805039077,399.9455261383075,0.12042397425759364,1.8159050307935507
2023-09-11,34.249605077106295,-73.29964457557374,421.5800209315289,2.4178817501537018,2.938130811877529
2023-09-11,-56.14481792091936,127.78068053987676,409.35450148452094,1.336646252985212,2.4122912893016397
2023-09-11,81.30813525041799,-155.19084560787286,397.48154718989866,0.045474178114307914,1.779353450856628
2023-09-11,67.69851761539277,-131.43852180709519,411.5240183419101,0.7338265714522425,2.143751380268544
2023-09-11,85.08383326634194,-171.77938016322784,394.3189155308398,-0.12670230482615888,1.7223368855674237
2023-09-11,79.26989532811558,45.984384401361524,398.97507884913733,0.16731310374511243,1.7796011315227858
2023-09-11,77.6055507619181,108.23492688435203,402.710348542778,0.26444811728238665,1.8573504194583295
2023-09-11,-18.56579861885973,141.33017157177858,434.37545730772246,3.1973692892646257,3.4527884415791843
2023-09-11,-39.860330402039125,21.48162463674433,420.12487376546324,2.1311915347428645,2.8163046264600706
2023-09-11,-79.93086987265761,-116.08575805039077,398.49792257171976,0.12032672101896587,1.876478251171568
2023-09-12,34.249605077106295,-73.29964457557374,426.7240063199924,2.4288723177041645,2.854095180238694
2023-09-12,-56.14481792091936,127.78068053987676,414.4656318559635,1.3128576308953912,2.4263069204462004
2023-09-12,81.30813525041799,-155.19084560787286,398.6976257278949,0.06220538356464026,1.6957243944642237
2023-09-12,67.69851761539277,-131.43852180709519,408.8507306917386,0.7547911489376631,2.103635689720951
2023-09-12,85.08383326634194,-171.77938016322784,393.3723504515259,-0.132073987168705,1.6946088459075312
2023-09-12,79.26989532811558,45.984384401361524,402.6284000896227,0.15404171870150135,1.9120733036181425
2023-09-12,77.6055507619181,108.23492688435203,401.9494131538992,0.2410293380538113,1.862076387438442
2023-09-12,-18.56579861885973,141.33017157177858,431.5881164504904,3.2023555163275668,3.3089905260770194
2023-09-12,-39.860330402039125,21.48162463674433,419.1011359368334,2.134016954657288,2.923567463605816
2023-09-12,-79.93086987265761,-116.08575805039077,399.1711497212969,0.13717141738163965,1.7527171492852605
2023-09-13,34.249605077106295,-73.29964457557374,421.36104822432924,2.3971753814665577,2.924777709200906
2023-09-13,-56.14481792091936,127.78068053987676,413.2477447082409,1.3226213799124817,2.475116834668501
2023-09-13,81.30813525041799,-155.19084560787286,401.48758987594,0.06707845928974629,1.6844982238569444
2023-09-13,67.69851761539277,-131.43852180709519,410.19363421021023,0.7376543877818253,2.2130131441397918
2023-09-13,85.08383326634194,-171.77938016322784,396.0511115038174,-0.13420106196688777,1.7433689904467524
2023-09-13,79.26989532811558,45.984384401361524,398.2466751917668,0.16425111699970513,1.876603105303337
2023-09-13,77.6055507619181,108.23492688435203,402.7106584751069,0.2405690801407009,1.8564019623874382
2023-09-13,-18.56579861885973,141.33017157177858,430.2240722887471,3.1783804082006717,3.3120208268965503
